sent_id,verb_i,speaker_name,sd,position,s1_i,s2_i,s1,s2,s1_i_np,s1_np,s1_lemma,s1_freq,s1_type,s1_animacy,s1_len,v_lemma,v_freq,v_type,adjacency,intervening_clitics,finite_v_i,finite_v_lemma,dist_v2s,polarity,polarity_item,polarity_position,clause,cg,v,cd
24648,7,aristide,sd,left,5,6,Mamadi,c',5,Mamadi,mamadi,7,PROPN,human,1,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Puis ah ouais du coup Mamadi c',est,un menteur .
24663,3,mouloud,sd,left,1,2,Milano,il,1,Milano,milano,4,PROPN,human,1,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Mais Milano il,est,il est d' où Milano@a il est de Chelles ?
24760,7,mouloud,sd,left,2,4,dent,elle,1-2,ma dent,dent,34,possessive,inanimate,4,dire,8386,communication,no,m',6,avoir,3,affirmative,na,,main,Même ma dent elle elle m' a,dit,tu mâchouilleras mes allumettes .
24804,3,mouloud,sd,left,1,2,Hicham,il,1,Hicham,hicham,12,PROPN,human,1,venir,1338,unaccusative,yes,,3,venir,1,negative ne omission,pas,post,main,Ouais Hicham il,vient,pas il va t'- il va te mettre un plan c' est sûr .
24837,33,mouloud,sd,left,31,32,grilles,elles,30-31,les grilles,grille,15,definite,inanimate,2,être,35164,copular,yes,,33,être,1,affirmative,na,,circumstantial,Non vas -y t' inquiète on va le mettre doucement le temps que ça sèche après ouais fais gaffe@s c' est chaud touche pas les grilles au-dessus surtout parce que les grilles elles,sont,chaudes .
24855,4,mouloud,sd,left,2,3,sœur,elle,1-2,ta sœur,sœur,319,possessive,human,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Eh ta sœur elle,est,marrante hein .
24898,8,mouloud,sd,left,2,6,mec@s,il,1-2,le mec@s,mec,511,definite,human,2,toucher,110,,yes,,7,être,4,affirmative,na,,main,Mais le mec@s de toute façon il était,touché,hein une fois que tu as buté@s un mec@s tu peux être obligé d' en buter@s des autres tu sais c' est un engrenage .
24930,2,mouloud,sd,left,0,1,Daniel,il,0,Daniel,daniel,43,PROPN,human,1,aller,6473,,yes,,2,aller,1,affirmative,na,,main,Daniel il,va,nous mettre un petit son là histoire qu' on s' ambiance@s .
24938,13,mouloud,sd,left,11,12,eau,elle,10-11,l' eau,eau,56,definite,inanimate,2,chauffer,12,,yes,,13,chauffer,1,affirmative,na,,completive,Non t' inquiète frérot là j' ai le temps que l' eau elle,chauffe,.
24948,2,mouloud,sd,left,0,1,Hicham,il,0,Hicham,hicham,12,PROPN,human,1,venir,1338,unaccusative,yes,,2,venir,1,negative ne omission,pas,post,main,Hicham il,vient,pas c' est sûr hein j' en suis sûr hein
24956,9,mouloud,sd,left,1,8,mec@s,c',0-1,Un mec@s,mec,511,"indefinite,relative",human,8,être,35164,copular,yes,,9,être,7,affirmative,na,,main,Un mec@s qui nous dicte@s un peu là c',est,Minux .
24963,8,aristide,sd,left,2,6,Mamadi,il,,,mamadi,7,PROPN,human,2,mettre,1078,,yes,,5,avoir,2,affirmative,na,,main,X xxx Mamadi carrément il a il a,mis,son numéro de .
24969,8,mouloud,sd,left,6,7,meufs@s,elles,5-6,les meufs@s,meuf,461,definite,human,2,venir,1338,unaccusative,yes,,8,venir,1,affirmative,na,,completive,Ah il a envie que les meufs@s elles,viennent,le voir dans le bus ah il doit être sadique comme tout .
25042,7,mouloud,sd,left,2,6,autre,c',1-2,l' autre,autre,446,"definite,relative",human,5,être,35164,copular,yes,,7,être,4,affirmative,na,,main,Que l' autre qui parlait limite c',était,hypocrite quand il te parlait quoi .
25050,7,aristide,no_sd,na,4,,sœur,,3-4,ma sœur,sœur,319,possessive,human,2,monter,83,,yes,,5,être,1,negative ne omission,pas,pre,main,Mais en fait ma sœur serait pas,montée,.
25067,3,daniel,sd,left,1,2,respect@s,elle,1,respect@s,respect,134,PROPN,inanimate,1,avoir,22537,copular,yes,,3,avoir,1,affirmative,na,,main,Ouais respect@s elle,a,quinze seize ans .
25079,7,aristide,sd,left,5,6,truc,c',4-5,le truc,truc,1352,definite,inanimate,2,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Ah ouais ouais mais le truc c',est,que Jennifer c' est une amie enfin genre qui tu sais clairement elle a fait une enquête .
25079,11,aristide,sd,left,9,10,Jennifer,c',9,Jennifer,jennifer,4,PROPN,human,1,être,35164,copular,yes,,11,être,1,affirmative,na,,completive,Ah ouais ouais mais le truc c' est que Jennifer c',est,une amie enfin genre qui tu sais clairement elle a fait une enquête .
25084,2,daniel,sd,left,0,1,Jennifer,elle,0,Jennifer,jennifer,4,PROPN,human,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Jennifer elle,est,de l' Intérieur .
25108,3,daniel,sd,left,1,2,daronne@s,elle,0-1,La daronne@s,daron,163,definite,human,2,être,35164,copular,yes,,3,être,1,affirmative,na,,interrogative,La daronne@s elle,était,euh marrante alors ?
25177,6,aristide,sd,left,3,5,prénom,il,2-3,le prénom,prénom,172,definite,inanimate,3,faire,6716,,yes,,6,faire,2,affirmative,na,,main,Mais déjà le prénom Annabelle il,faisait,peur donc euh .
25183,4,mouloud,sd,left,2,3,balles,c',1-2,vingt-deux balles,balle,28,number,inanimate,2,être,35164,copular,yes,,4,être,1,negative ne omission,pas,post,main,Ouais vingt-deux balles c',est,pas cher putain@s comment ça se fait c' est pas cher comme ça ?
25239,6,mouloud,sd,left,3,4,Sylvie,elle,3,Sylvie,sylvie,1,PROPN,human,1,rencontrer,46,,yes,,5,avoir,1,affirmative,na,,relative,Un mec@s que Sylvie elle a,rencontré,dans le métro elle lui a dit ouais j' aimerais bien que tu le mec@s il est venu carrément tigen@s comme tout le mec@s .
25239,24,mouloud,sd,left,21,22,mec@s,il,20-21,le mec@s,mectre,17,definite,human,2,venir,1338,unaccusative,yes,,23,être,1,affirmative,na,,completive,Un mec@s que Sylvie elle a rencontré dans le métro elle lui a dit ouais j' aimerais bien que tu le mec@s il est,venu,carrément tigen@s comme tout le mec@s .
25267,8,mouloud,sd,left,6,7,mec@s,il,5-6,le mec@s,mec,511,definite,human,2,sortir,562,unaccusative,yes,,8,sortir,1,affirmative,na,,main,Du coup le mec@s ouais le mec@s il,sortait,du métro et ça me faisait marrer@s parce que .
25290,14,mouloud,no_sd,na,13,,tout,,13,tout,tout,1627,tout,inanimate,1,être,35164,copular,yes,,14,être,1,affirmative,na,,completive,Cet été on va tout ranger ici plus un papier je veux que tout,soit,net.
25313,3,mouloud,sd,left,1,2,Hicham,il,,,hicham,12,PROPN,human,2,payer,169,,yes,,3,payer,1,negative ne omission,pas,post,main,Putain@s Hicham il,paye,pas son boulot putain@s faut se préparer là .
25318,16,mouloud,sd,left,14,15,soir,c',13-14,ce soir,soir,159,demonstrative,inanimate,2,être,35164,copular,yes,,16,être,1,affirmative,na,,completive,Je sais qu' il bouge mais là mais là là il sait que ce soir c',est,c' est grandiose ce soir .
25369,4,aristide,sd,left,2,3,étrangers,c',1-2,les étrangers,étranger,28,definite,human,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Encore les étrangers c',est,sûr on est .
25375,5,mouloud,sd,left,3,4,Vincent,il,3,Vincent,vincent,3,PROPN,human,1,vivre,213,,yes,,5,vivre,1,affirmative,na,,circumstantial,Tu sais comme Vincent il,vit,bien avec Sandra .
25487,7,aristide,sd,left,2,3,maman,elle,1-2,ma maman,maman,77,possessive,human,2,faire,6716,,no,m',5,avoir,2,affirmative,na,,main,Xx ma maman elle m' a bien,fait,un petit encas avec la purée euh avec amour .
25537,18,aristide,sd,left,16,17,enfants,ils,15-16,les enfants,enfant,289,definite,human,2,danser,147,,yes,,18,danser,1,affirmative,na,,completive,Tous plusieurs dans un cours de danse et de faire euh faire en sorte que les enfants ils,dansent,tout seuls .
25567,18,mouloud,sd,left,16,17,mecs@s,ils,15-16,les mecs@s,mec,511,definite,human,2,géler,1,,yes,,18,géler,1,affirmative,na,,relative,Ah une espèce de de de chat euh grand chat épervier ouais un truc où les mecs@s ils,gèlent,les trucs .
25569,12,aristide,sd,left,10,11,autre,il,9-10,l' autre,autre,446,definite,hai,2,suivre,89,,yes,,12,suivre,1,affirmative,na,,main,Ouais bah euh on a pris les cages euh l' autre il,suit,le dragon ou .
25626,1,daniel,no_sd,na,0,,Aristide,,0,Aristide,aristide,15,PROPN,human,1,trouver,512,,yes,,1,trouver,1,affirmative,na,,main,Aristide,trouve,qu' ils font des bêtises .
25682,6,aristide,sd,left,1,5,clé,c',0-1,Ta clé,clé,26,possessive,inanimate,4,être,35164,copular,yes,,6,être,4,affirmative,na,,interrogative,Ta clé usb ovale là c',était,la petite clé ?
25687,5,aristide,sd,left,2,3,gens,ils,1-2,les gens,gens,914,definite,human,2,demander,270,pronominal,no,me,5,demander,2,affirmative,na,,main,Moi les gens ils me,demandent,si est -ce que ça fait vraiment ouvre-bouteille .
25735,12,aristide,sd,left,10,11,Hicham,il,10,Hicham,hicham,12,PROPN,human,1,être,35164,copular,yes,,12,être,1,affirmative,na,,completive,Tu sais le temps que ah non réponds heureusement que Hicham il,est,xx .
25970,3,lupita,no_sd,na,2,,père,,1-2,mon père,père,491,possessive,human,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Togolaise mon père,est,togolais béninois et ma mère elle est togolaise ghanéenne .
25970,10,lupita,sd,left,8,9,mère,elle,7-8,ma mère,mère,770,possessive,human,2,être,35164,copular,yes,,10,être,1,affirmative,na,,main,Togolaise mon père est togolais béninois et ma mère elle,est,togolaise ghanéenne .
25988,5,joanne,no_sd,na,4,,parents,,3-4,tes parents,parent,418,possessive,human,2,être,35164,copular,yes,,5,être,1,affirmative,na,,main,Euh tous euh tes parents,sont,congolais
26083,6,lupita,no_sd,na,2,,dieu,,,,dieu,44,definite,human,1,pardonner,5,,no,"te,te",6,pardonner,4,affirmative,na,,main,Non de dieu te g- te,pardonne,c' est ah dieu te pardonne c' est grave .
26083,12,lupita,no_sd,na,10,,dieu,,,,dieu,44,definite,human,1,pardonner,5,,no,te,12,pardonner,2,affirmative,na,,main,Non de dieu te g- te pardonne c' est ah dieu te,pardonne,c' est grave .
26183,9,joanne,no_sd(disfluency),na,7,,collège,,5-7,les le collège,collège,332,definite,inanimate,3,être,35164,copular,yes,,9,être,2,affirmative,na,,main,Ouais et et en fait les le collège là-bas,est,comment pou- pourquoi tu es venue à Moulin à vent en fait ?
26185,7,vicky,sd,left,2,6,collège,c',1-2,le collège,collège,332,definite,inanimate,2,être,35164,copular,yes,,7,être,4,affirmative,na,,main,Bah le collège là-bas en fait c',est,.
26197,5,vicky,sd,left,3,4,profs,ils,2-3,les profs,prof,320,definite,human,2,être,35164,copular,yes,,5,être,1,affirmative,na,,circumstantial,que ici les profs ils,sont,plus euh ouverts aux élèves .
26214,9,vicky,sd,left,3,8,profs,ils,2-3,les profs,prof,320,definite,human,2,être,35164,copular,yes,,9,être,5,negative ne omission,pas,post,main,En fait les profs au début ils sont ils,sont,pas du tout trop avec nous .
26234,7,vicky,sd,left,3,4,profs,ils,2-3,les profs,prof,320,definite,human,2,avoir,22537,copular,yes,,5,avoir,1,negative ne omission,pas,post,circumstantial,Parce que les profs ils ont pas,eu,un contact avec nous en fait ils nous ils nous mettaient la pression pression pression .
26255,16,vicky,sd,left,7,15,profs,ils,6-7,les profs,prof,320,definite,human,2,avoir,22537,copular,yes,,16,avoir,8,affirmative,na,,completive,Alors qu' ici je trouve que les profs dès dès dès l' entrée de jeu ils,ont,déjà un contact avec nous .
26321,21,lupita,sd,left,17,19,parents,ils,16-17,mes parents,parent,418,possessive,human,3,divorcer,6,,yes,,20,avoir,2,affirmative,na,,circumstantial,Mais ça c' est ma vie quand j' étais petite mais voilà c' est parce que mes parents tard ils ont,divorcé,et tout ça tout ça il y a eu tout le blabla et tout .
26327,3,lupita,sd,left,1,2,Cergy,c',1,Cergy,cergy,34,PROPN,inanimate,1,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Mais Cergy c',est,nul .
26336,3,lupita,sd,left,1,2,Cergy,c',1,Cergy,cergy,34,PROPN,inanimate,1,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Mais Cergy c',est,nul .
26353,3,joanne,sd,left,1,2,Evry,c',1,Evry,evry,13,PROPN,inanimate,1,être,35164,copular,yes,,3,être,1,affirmative,na,,interrogative,Et Evry c',était,comment en fait ?
26357,2,vicky,sd,left,0,1,Evry,c',0,Evry,evry,13,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Evry c',est,le feu .
26400,2,lupita,sd,left,0,1,Saint-Denis,c',0,Saint-Denis,saint-denis,45,PROPN,inanimate,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Saint-Denis c',est,le quartier préféré des Congolais hein oh là là là là j' ai juré c' est vrai .
26427,4,lupita,sd,left,1,3,mot,c',0-1,Le mot,mot,1102,definite,inanimate,3,être,35164,copular,yes,,4,être,2,affirmative,na,,main,Le mot dar@s c',est,un mot arabe .
26431,11,lupita,sd,left,8,10,mot,c',7-8,le mot,mot,1102,definite,inanimate,3,être,35164,copular,yes,,11,être,2,affirmative,na,,main,Si je reviens du début le début le mot dar@s c',est,un a- c' est un mot arabe qui voulait dire .
26449,10,joanne,no_sd,na,9,,gens,,8-9,les gens,gens,914,definite,human,2,parler,3507,communication,yes,,10,parler,1,affirmative,na,,main,I - ils les gens euh mh euh les gens,parlent,comme ça là les jeunes plutôt
26483,4,jeanne,sd,left,2,3,blancs,c',1-2,les blancs,blanc,65,definite,hi,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Ouais les blancs c',est,.
26511,13,joanne,sd,left,11,12,babtou@s,c',,,babtou,24,expression,inanimate,1,être,35164,copular,yes,,13,être,1,affirmative,na,,completive,D' accord et c' est quoi euh moi je pensais que babtou@s c',était,euh c' était l' opposé de niafou@s .
26553,10,lupita,sd,left,8,9,beurettes@s,c',7-8,les beurettes@s,beur,40,definite,human,2,être,35164,copular,yes,,10,être,1,affirmative,na,,main,Après les gens ils ont dit ouais les beurettes@s c',est,comme euh ils ont dit le mot rebeu@s bah ça veut dire arabe eh ben ils ont dit les beurettes@s ça veut dire euh .
26661,3,lupita,sd,left,1,2,gens,ils,0-1,Les gens,gens,914,definite,human,2,aller,6473,,yes,,3,aller,1,affirmative,na,,main,Les gens ils,vont,ils vont croire c' est bon tu es une petite bolos@s et tout xx .
26710,7,jeanne,sd,left,3,6,bolos@s,c',2-3,un bolos@s,bolos,79,tout,verify,4,être,35164,copular,yes,,7,être,3,affirmative,na,,main,En fait un bolos@s tout court c',est,les tu sais c' est les personnes euh c' est les .
26756,3,jeanne,sd,left,1,2,cité,c',0-1,Une cité,cité,444,indefinite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Une cité c',est,plusieurs blocs .
26757,3,vicky,sd,left,1,2,cité,c',0-1,Une cité,cité,444,indefinite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Une cité c',est,x.
26783,5,vicky,no_sd,na,3,,personne,,3,personne,personne(p),80,personne,human,1,connaître,994,pronominal,no,se,5,connaître,2,negative ne omission,personne,suj,circumstantial,Parce que là personne se,connait,on s- on a on sort tous là on va tous là on traîne tous là mais les cités c' est vraiment des grands bâtim- des grands bâtiments .
26783,26,vicky,sd,left,24,25,cités,c',23-24,les cités,cité,444,definite,inanimate,2,être,35164,copular,yes,,26,être,1,affirmative,na,,main,Parce que là personne se connait on s- on a on sort tous là on va tous là on traîne tous là mais les cités c',est,vraiment des grands bâtim- des grands bâtiments .
26800,7,lupita,sd,left,2,6,Terroir,c',1-2,le Terroir,terroir,11,definite,inanimate,5,être,35164,copular,yes,,7,être,4,affirmative,na,,main,Non le Terroir et le Terroir c',est,grand .
26888,27,vicky,sd,left,17,26,jeunes,ils,15-17,tous les jeunes,jeune,412,tout,human,11,aller,6473,,yes,,27,aller,9,affirmative,na,,circumstantial,C' est la Parabole mais La Parabole il y a rien en fait parce que tous les jeunes de mon bât- de mes bâtiments à moi ils,vont,tous je les retrouve tous au Terroir ou à Laplace .
26943,4,jeanne,sd,left,1,2,sœur,elle,0-1,Ma sœur,sœur,319,possessive,human,2,aller,6473,,yes,,3,être,1,affirmative,na,,main,Ma sœur elle est,allée,vérifier le four et elle a vu que elle avait le feu .
26979,7,jeanne,sd,left,5,6,sœur,elle,4-5,ma sœur,sœur,319,possessive,human,2,monter,83,,yes,,7,monter,1,affirmative,na,,completive,Et il fallait que ma sœur elle,monte,pour euh .
26981,9,joanne,sd(disfluency),left,7,8,sœur,elle,5-7,ton ta sœur,sœur,319,possessive,human,3,être,35164,copular,yes,,9,être,1,affirmative,na,,interrogative,Ta sœur tes sœurs euh ton ta sœur elle,est,plus petite que toi ou elle est ?
27046,18,lupita,sd,left,15,16,vie,elle,14-15,ma vie,vie,398,possessive,inanimate,2,changer,305,,yes,,17,avoir,1,affirmative,na,,completive,Ouais c' était en cinquième je crois c' est ça qui a fait que ma vie elle a,changé,complètement .
27081,5,lupita,sd,left,1,2,Tracy,elle,1,Tracy,tracy,4,PROPN,human,1,énerver,122,pronominal,no,s',4,être,2,affirmative,na,,main,Genre Tracy elle s' est,énervée,contre moi .
27091,4,lupita,sd,left,0,1,Cécilia,elle,0,Cécilia,cécilia,19,PROPN,human,1,énerver,122,pronominal,no,s',3,être,2,affirmative,na,,main,Cécilia elle s' est,énervée,.
27093,4,lupita,sd,left,0,1,Zeinep,elle,0,Zeinep,zeinep,2,PROPN,human,1,énerver,122,pronominal,no,s',3,être,2,affirmative,na,,main,Zeinep elle s' est,énervée,et genre ils étaient au moins sept ils se sont énervés contre moi toute seule et tout .
27136,5,lupita,sd,left,2,3,Salomé,elle,2,Salomé,salomé,2,PROPN,human,1,connaître,994,pronominal,no,me,5,connaître,2,affirmative,na,,main,Par exemple Salomé elle me,connait,depuis la sixième .
27162,9,lupita,sd,left,1,8,façon,c',0-1,La façon,façon,381,definite,inanimate,6,être,35164,copular,yes,,9,être,7,affirmative,na,,main,La façon qu' elle a changé eh ben c',est,choquant parce que .
27315,6,vicky,sd,left,4,5,truc,c',3-4,le truc,truc,1352,definite,inanimate,2,être,35164,copular,yes,,6,être,1,affirmative,na,,main,Et en fait le truc c',est,que c' est parti ici.
27437,5,jeanne,sd,left,3,4,parents,ils,2-3,mes parents,parent,418,possessive,human,2,parler,3507,communication,yes,,5,parler,1,affirmative,na,,main,Donc euh mes parents ils,parlent,plusieurs langues et tout xxx .
27440,4,vicky,sd,left,2,3,mère,elle,1-2,ma mère,mère,770,possessive,human,2,vouloir,2285,modal,yes,,4,vouloir,1,affirmative,na,,main,Quand ma mère elle,veut,cacher des trucs elle parle sa lang- son autre langue natale xx .
27441,10,jeanne,sd,left,2,9,sœur,elles,1-2,ma sœur,sœur,319,possessive,human,7,faire,6716,,yes,,10,faire,7,affirmative,na,,main,Ouais ma sœur ou mes l- deux sœurs aussi elles,font,la même chose .
